id,toxic,severe_toxic,obscene,threat,insult,identity_hate
2ec2cf06b5b0154d,0,0,0,0,0,0
9e03f5dd0c52c229,-1,-1,-1,-1,-1,-1
49516b03eb2810dd,0,0,0,0,0,0
d29e92ee2ecdbeb4,0,0,0,0,0,0
51f1b0bc85cc7f73,0,0,0,0,0,0
c972ae98695059b3,-1,-1,-1,-1,-1,-1
c28a7700954c45a9,0,0,0,0,0,0
fe469bbcbff6b41d,0,0,0,0,0,0
7a0824a4604123cd,-1,-1,-1,-1,-1,-1
97c8cbe468e8a56e,-1,-1,-1,-1,-1,-1
af29e07a789ebded,0,0,0,0,0,0
7d9f0729b3ebb03d,-1,-1,-1,-1,-1,-1
47ef6e647ec6d93f,-1,-1,-1,-1,-1,-1
c6a6d3fb34c44338,0,0,0,0,0,0
0bbf90632bb2de9b,0,0,0,0,0,0
9786432c45e70054,-1,-1,-1,-1,-1,-1
42a4ff3e865ca15d,-1,-1,-1,-1,-1,-1
574782f0c5334a33,0,0,0,0,0,0
d37fa5f502c93887,-1,-1,-1,-1,-1,-1
efd8baf5e62a2ebc,0,0,0,0,0,0
dc1e167b35c4b221,-1,-1,-1,-1,-1,-1
97e1b307855fde84,-1,-1,-1,-1,-1,-1
e2754876f0516e31,-1,-1,-1,-1,-1,-1
cc7f48a206318973,0,0,0,0,0,0
f30e62dff00a0e70,-1,-1,-1,-1,-1,-1
aa56721dc3e5dfb8,0,0,0,0,0,0
7a6d109294ddf789,-1,-1,-1,-1,-1,-1
e548835b8b6fa6c6,-1,-1,-1,-1,-1,-1
21ba24c2908075c3,-1,-1,-1,-1,-1,-1
918362df0a659b13,-1,-1,-1,-1,-1,-1
5937ecb8fc4f7210,-1,-1,-1,-1,-1,-1
83aa97de05fff4a4,0,0,0,0,0,0
bab1082e5e738dc5,-1,-1,-1,-1,-1,-1
15324b46a6a32435,-1,-1,-1,-1,-1,-1
9db7da0059abffcc,-1,-1,-1,-1,-1,-1
b7d4ca037aa9ce97,-1,-1,-1,-1,-1,-1
6d5a11f6019a70f2,-1,-1,-1,-1,-1,-1
9b6a70b15b195a9e,-1,-1,-1,-1,-1,-1
c6b38704ab555153,0,0,0,0,0,0
104723d2de37060c,0,0,0,0,0,0
66ba3a361fb90064,-1,-1,-1,-1,-1,-1
ba1dc7547928286d,-1,-1,-1,-1,-1,-1
c419d42f25fc2bda,-1,-1,-1,-1,-1,-1
630ff79a8d8f7f02,0,0,0,0,0,0
c6c3b5e56b0bc766,0,0,0,0,0,0
f171a52c2cb08918,-1,-1,-1,-1,-1,-1
db776936cdb5d12e,1,0,0,0,0,0
19a698cd5012df26,-1,-1,-1,-1,-1,-1
f8edceba11aaef96,-1,-1,-1,-1,-1,-1
611ed0ca8b251b38,0,0,0,0,0,0
5aef932a6aadde51,-1,-1,-1,-1,-1,-1
3d90bb233acd84b3,-1,-1,-1,-1,-1,-1
5ce55dfd2b4c06b5,0,0,0,0,0,0
28cf92d932dc034e,-1,-1,-1,-1,-1,-1
140fb33d431bdf92,-1,-1,-1,-1,-1,-1
c106a5a91b0bbb42,0,0,0,0,0,0
3a95c8dc3cc884f0,-1,-1,-1,-1,-1,-1
877cf63fde0ecd1a,0,0,0,0,0,0
8abf421fe9639672,-1,-1,-1,-1,-1,-1
19f194a3deb38c12,0,0,0,0,0,0
3ef4c774ac74a708,-1,-1,-1,-1,-1,-1
16a19ad7a9cf7862,-1,-1,-1,-1,-1,-1
eb9ff9c0aebeff0f,0,0,0,0,0,0
0278b19aea4d624f,0,0,0,0,0,0
be21a9f6e6cf2553,-1,-1,-1,-1,-1,-1
98146b5d2f074ff0,0,0,0,0,0,0
7c7c88feb7b44cc7,-1,-1,-1,-1,-1,-1
ad7f23f63348d5f3,-1,-1,-1,-1,-1,-1
bbf7b897e75e5065,-1,-1,-1,-1,-1,-1
2c6b9c576307b013,-1,-1,-1,-1,-1,-1
4f636cf7058ea348,0,0,0,0,0,0
5976a2f2181cd14a,-1,-1,-1,-1,-1,-1
ea8c2d21b9a3760f,-1,-1,-1,-1,-1,-1
8477211454fe80c5,0,0,0,0,0,0
acfcd2590c2787bd,0,0,0,0,0,0
c84a70261e938d02,-1,-1,-1,-1,-1,-1
e456b7c2fcc943cd,1,0,0,0,1,1
c1a68763e286909c,0,0,0,0,0,0
7d7304a5c3cb479d,0,0,0,0,0,0
007aec85ba5ab379,0,0,0,0,0,0
8004d96488a5fecc,0,0,0,0,0,0
e9377dda1bbe6a54,0,0,0,0,0,0
eaab3651667a993d,-1,-1,-1,-1,-1,-1
00c070a4753b0fa3,1,0,1,0,1,0
58d132cfe25585a1,0,0,0,0,0,0
d7c192a10046cdaa,0,0,0,0,0,0
f3eb54db17a0be6e,-1,-1,-1,-1,-1,-1
39da4ad65c3c1e6a,-1,-1,-1,-1,-1,-1
